material_id;topo_class;sub_class;cross_type
mp-2199;SM*;ES†;Line
mp-22367;trivial*;LCEBR†;
mp-22787;TI*;SEBR†;
mp-22851;trivial*;LCEBR†;
mp-22859;trivial*;LCEBR†;
mp-2288;TI*;SEBR†;
mp-23086;SM*;ES†;Plane
mp-23302;trivial*;LCEBR†;
mp-2331;TI*;SEBR†;
mp-23850;trivial*;LCEBR†;
mp-23905;trivial*;LCEBR†;
mp-24148;trivial*;LCEBR†;
mp-2659;trivial*;LCEBR†;
mp-27333;SM*;ESFD†;Point
mp-27533;TI*;SEBR†;
mp-27536;SM*;ESFD†;Point
mp-27566;SM*;ESFD†;Point
mp-2765;SM*;ESFD†;Point
mp-27862;trivial*;LCEBR†;
mp-27873;SM*;ESFD†;Point
mp-28075;trivial*;LCEBR†;
mp-28251;trivial*;LCEBR†;
mp-28407;trivial*;LCEBR†;
mp-28563;trivial*;LCEBR†;
mp-28630;trivial*;LCEBR†;
mp-28836;trivial*;LCEBR†;
mp-2898;trivial*;LCEBR†;
mp-29019;trivial*;LCEBR†;
mp-292;TI*;SEBR†;
mp-29241;TI*;SEBR†;
mp-29249;trivial*;LCEBR†;
mp-29320;trivial*;LCEBR†;
mp-29736;TI*;SEBR†;
mp-30005;trivial*;LCEBR†;
mp-30161;trivial*;LCEBR†;
mp-30231;trivial*;LCEBR†;
mp-30351;SM*;ESFD†;Point
mp-30433;trivial*;LCEBR†;
mp-30568;SM*;ESFD†;Point
mp-30578;SM*;ESFD†;Point
mp-30651;SM*;ES†;Line
mp-30686;SM*;ESFD†;Point
mp-30760;SM*;ESFD†;Point
mp-30808;SM*;ESFD†;Point
mp-30971;trivial*;LCEBR†;
mp-3109;TI*;SEBR†;
mp-33;SM*;ES†;Line
mp-3411;SM*;ESFD†;Point
mp-3748;trivial*;LCEBR†;
mp-3852;SM*;ESFD†;Point
mp-3855;trivial*;LCEBR†;
mp-4100;SM*;ESFD†;Point
mp-4226;SM*;ESFD†;Point
mp-4308;TI*;NLC†;
mp-4391;trivial*;LCEBR†;
mp-4495;trivial*;LCEBR†;
mp-4524;trivial*;LCEBR†;
mp-505424;trivial*;LCEBR†;
mp-510076;trivial*;LCEBR†;
mp-510691;SM*;ES†;Line
mp-540635;trivial*;LCEBR†;
mp-541037;trivial*;LCEBR†;
mp-541909;SM*;ES†;Plane
mp-542020;TI*;NLC†;
mp-542789;trivial*;LCEBR†;
mp-542897;trivial*;LCEBR†;
mp-5478;trivial*;LCEBR†;
mp-552185;trivial*;LCEBR†;
mp-552604;trivial*;LCEBR†;
mp-552806;trivial*;LCEBR†;
mp-553896;SM*;ESFD†;Point
mp-555160;trivial*;LCEBR†;
mp-555731;trivial*;LCEBR†;
mp-555805;trivial*;LCEBR†;
mp-556489;trivial*;LCEBR†;
mp-557457;TI*;NLC†;
mp-558636;trivial*;LCEBR†;
mp-558798;trivial*;LCEBR†;
mp-559454;SM*;ESFD†;Point
mp-562100;trivial*;LCEBR†;
mp-562420;trivial*;LCEBR†;
mp-568042;SM*;ESFD†;Point
mp-568802;trivial*;LCEBR†;
mp-569085;trivial*;LCEBR†;
mp-569382;SM*;ESFD†;Point
mp-570683;SM*;ES†;Line
mp-571595;trivial*;LCEBR†;
mp-605;TI*;NLC†;
mp-605735;TI*;NLC†;
mp-6071;trivial*;LCEBR†;
mp-607475;SM*;ESFD†;Point
mp-6081;trivial*;LCEBR†;
mp-613402;SM*;ESFD†;Point
mp-616196;trivial*;LCEBR†;
mp-6223;TI*;SEBR†;
mp-628664;trivial*;LCEBR†;
mp-642847;trivial*;LCEBR†;
mp-669913;TI*;NLC†;
mp-697135;trivial*;LCEBR†;
mp-7349;TI*;SEBR†;
mp-7534;trivial*;LCEBR†;
mp-7841;trivial*;LCEBR†;
mp-8425;SM*;ESFD†;Point
mp-8603;trivial*;LCEBR†;
mp-8864;SM*;ESFD†;Point
mp-9371;SM*;ES†;Plane
mp-959;SM*;ES†;Line
mp-9845;trivial*;LCEBR†;
mp-984755;trivial*;LCEBR†;
mp-9884;SM*;ESFD†;Point
mp-9902;TI*;SEBR†;
mp-998911;SM*;ESFD†;Point
mp-10014;SM*;ESFD†;Point
mp-1007661;SM*;ES†;Line
mp-1018744;SM*;ES†;Line
mp-10418;trivial*;LCEBR†;
mp-10911;SM*;ESFD†;Point
mp-11329;trivial*;LCEBR†;
mp-1184;TI*;NLC†;
mp-12266;SM*;ESFD†;Point
mp-1229;SM*;ESFD†;Point
mp-1241;trivial*;LCEBR†;
mp-13252;trivial*;LCEBR†;
mp-1425;SM*;ESFD†;Point
mp-14568;trivial*;LCEBR†;
mp-14588;trivial*;LCEBR†;
mp-1604;SM*;ES†;Line
mp-16641;TI*;SEBR†;
mp-16753;SM*;ES†;Line
mp-18036;TI*;NLC†;
mp-18197;trivial*;LCEBR†;
mp-18224;trivial*;LCEBR†;
mp-1912;SM*;ESFD†;Point
mp-19170;SM*;ESFD†;Point
mp-19771;SM*;ES†;Line
mp-20024;SM*;ES†;Line
mp-20291;SM*;ESFD†;Point
mp-20541;SM*;ES†;Plane
mp-20937;TI*;NLC†;
mp-20949;SM*;ES†;Plane
mp-21019;trivial*;LCEBR†;
mp-21238;trivial*;LCEBR†;
mp-21336;TI*;NLC†;
mp-2142;TI*;NLC†;
mp-21426;SM*;ES†;Line
mp-2143;SM*;ESFD†;Point
mp-22089;TI*;SEBR†;
mp-22152;SM*;ES†;Line
mp-22486;SM*;ESFD†;Point
mp-22540;SM*;ESFD†;Point
mp-22969;trivial*;LCEBR†;
mp-2305;SM*;ES†;Line
mp-23193;trivial*;LCEBR†;
mp-23672;trivial*;LCEBR†;
mp-2387;SM*;ES†;Line
mp-2399;SM*;ESFD†;Point
mp-24128;trivial*;LCEBR†;
mp-2416;trivial*;LCEBR†;
mp-24479;trivial*;LCEBR†;
mp-2552;trivial*;LCEBR†;
mp-2605;trivial*;LCEBR†;
mp-2693;TI*;SEBR†;
mp-27708;trivial*;LCEBR†;
mp-27741;trivial*;LCEBR†;
mp-28070;trivial*;LCEBR†;
mp-28433;trivial*;LCEBR†;
mp-28748;SM*;ESFD†;Point
mp-28867;TI*;SEBR†;
mp-28978;trivial*;LCEBR†;
mp-28982;trivial*;LCEBR†;
mp-3000;SM*;ES†;Line
mp-30386;TI*;NLC†;
mp-30590;TI*;NLC†;
mp-30644;SM*;ESFD†;Point
mp-30738;trivial*;LCEBR†;
mp-3079;trivial*;LCEBR†;
mp-30856;TI*;SEBR†;
mp-30908;trivial*;LCEBR†;
mp-3408;SM*;ESFD†;Point
mp-3463;trivial*;LCEBR†;
mp-3871;TI*;SEBR†;
mp-4043;trivial*;LCEBR†;
mp-4284;trivial*;LCEBR†;
mp-4454;SM*;ESFD†;Point
mp-4573;TI*;SEBR†;
mp-505131;SM*;ESFD†;Point
mp-505172;trivial*;LCEBR†;
mp-510426;trivial*;LCEBR†;
mp-550553;trivial*;LCEBR†;
mp-557437;trivial*;LCEBR†;
mp-561141;trivial*;LCEBR†;
mp-567981;SM*;ESFD†;Point
mp-568638;trivial*;LCEBR†;
mp-568961;SM*;ES†;Line
mp-569446;TI*;SEBR†;
mp-569810;trivial*;LCEBR†;
mp-569875;SM*;ESFD†;Point
mp-571160;TI*;NLC†;
mp-571592;trivial*;LCEBR†;
mp-5756;trivial*;LCEBR†;
mp-622197;trivial*;LCEBR†;
mp-628643;trivial*;LCEBR†;
mp-628705;TI*;NLC†;
mp-640324;trivial*;LCEBR†;
mp-643643;trivial*;LCEBR†;
mp-644506;trivial*;LCEBR†;
mp-6716;SM*;ES†;Line
mp-675;SM*;ESFD†;Point
mp-697084;trivial*;LCEBR†;
mp-7188;trivial*;LCEBR†;
mp-7189;SM*;ESFD†;Point
mp-722329;trivial*;LCEBR†;
mp-7461;trivial*;LCEBR†;
mp-7467;trivial*;LCEBR†;
mp-7470;trivial*;LCEBR†;
mp-803;SM*;ESFD†;Point
mp-8187;trivial*;LCEBR†;
mp-8258;trivial*;LCEBR†;
mp-866651;trivial*;LCEBR†;
mp-9325;TI*;SEBR†;
mp-9521;trivial*;LCEBR†;
mp-954;TI*;SEBR†;
mp-973585;trivial*;LCEBR†;
mp-9741;trivial*;LCEBR†;
mp-985439;SM*;ES†;Line
mp-1009641;SM*;ESFD†;Point
mp-1017985;SM*;ESFD†;Point
mp-1018732;SM*;ESFD†;Point
mp-1018897;SM*;ESFD†;Point
mp-10260;SM*;ESFD†;Point
mp-10300;SM*;ESFD†;Point
mp-10371;SM*;ES†;Line
mp-1066;SM*;ESFD†;Point
mp-10669;TI*;SEBR†;
mp-10847;SM*;ESFD†;Point
mp-1087;trivial*;LCEBR†;
mp-11152;trivial*;LCEBR†;
mp-11271;SM*;ES†;Line
mp-11283;SM*;ES†;Line
mp-11302;SM*;ESFD†;Point
mp-11309;SM*;ESFD†;Point
mp-11455;SM*;ESFD†;Point
mp-11575;SM*;ESFD†;Point
mp-11855;SM*;ES†;Plane
mp-1208;TI*;SEBR†;
mp-12480;TI*;NLC†;
mp-12923;SM*;ESFD†;Point
mp-15922;TI*;SEBR†;
mp-15954;trivial*;LCEBR†;
mp-16511;SM*;ESFD†;Point
mp-17254;trivial*;LCEBR†;
mp-17325;TI*;SEBR†;
mp-1757;TI*;SEBR†;
mp-18577;trivial*;LCEBR†;
mp-19745;SM*;ES†;Line
mp-19774;SM*;ESFD†;Point
mp-2049;SM*;ESFD†;Point
mp-20723;SM*;ES†;Line
mp-20918;TI*;NLC†;
mp-21387;SM*;ESFD†;Point
mp-22304;trivial*;LCEBR†;
mp-22607;trivial*;LCEBR†;
mp-22891;SM*;ES†;Line
mp-22973;SM*;ESFD†;Point
mp-23029;trivial*;LCEBR†;
mp-23180;TI*;NLC†;
mp-23488;trivial*;LCEBR†;
mp-23870;trivial*;LCEBR†;
mp-2455;trivial*;LCEBR†;
mp-259;SM*;ESFD†;Point
mp-2670;SM*;ES†;Line
mp-27255;trivial*;LCEBR†;
mp-27300;trivial*;LCEBR†;
mp-27758;trivial*;LCEBR†;
mp-28994;trivial*;LCEBR†;
mp-29048;trivial*;LCEBR†;
mp-29662;trivial*;LCEBR†;
mp-29898;trivial*;LCEBR†;
mp-30054;trivial*;LCEBR†;
mp-30301;trivial*;LCEBR†;
mp-3043;TI*;SEBR†;
mp-30488;TI*;SEBR†;
mp-30715;SM*;ES†;Line
mp-30883;SM*;ES†;Line
mp-3346;SM*;ES†;Line
mp-33948;SM*;ESFD†;Point
mp-3546;SM*;ESFD†;Point
mp-3553;SM*;ES†;Line
mp-3563;trivial*;LCEBR†;
mp-4124;trivial*;LCEBR†;
mp-4847;SM*;ESFD†;Point
mp-504862;SM*;ESFD†;Point
mp-505151;trivial*;LCEBR†;
mp-505331;SM*;ESFD†;Point
mp-505572;SM*;ESFD†;Point
mp-505803;TI*;NLC†;
mp-540631;trivial*;LCEBR†;
mp-540771;trivial*;LCEBR†;
mp-541622;trivial*;LCEBR†;
mp-541931;trivial*;LCEBR†;
mp-545548;trivial*;LCEBR†;
mp-554225;TI*;SEBR†;
mp-554948;trivial*;LCEBR†;
mp-555318;trivial*;LCEBR†;
mp-555513;trivial*;LCEBR†;
mp-556320;SM*;ESFD†;Point
mp-557257;SM*;ESFD†;Point
mp-557692;trivial*;LCEBR†;
mp-557835;trivial*;LCEBR†;
mp-558543;trivial*;LCEBR†;
mp-558597;trivial*;LCEBR†;
mp-5587;trivial*;LCEBR†;
mp-559832;trivial*;LCEBR†;
mp-567409;trivial*;LCEBR†;
mp-567459;trivial*;LCEBR†;
mp-567908;SM*;ESFD†;Point
mp-568008;TI*;SEBR†;
mp-569017;trivial*;LCEBR†;
mp-569341;SM*;ESFD†;Point
mp-569617;trivial*;LCEBR†;
mp-5702;TI*;SEBR†;
mp-570832;SM*;ES†;Line
mp-571096;trivial*;LCEBR†;
mp-571583;trivial*;LCEBR†;
mp-5729;SM*;ES†;Line
mp-574266;SM*;ES†;Line
mp-5830;trivial*;LCEBR†;
mp-5869;SM*;ESFD†;Point
mp-624221;SM*;ESFD†;Point
mp-640614;trivial*;LCEBR†;
mp-643754;trivial*;LCEBR†;
mp-650715;TI*;NLC†;
mp-6509;trivial*;LCEBR†;
mp-669554;SM*;ES†;Line
mp-698205;trivial*;LCEBR†;
mp-702;SM*;ESFD†;Point
mp-756670;trivial*;LCEBR†;
mp-7724;trivial*;LCEBR†;
mp-8231;trivial*;LCEBR†;
mp-8310;SM*;ESFD†;Point
mp-8355;trivial*;LCEBR†;
mp-8424;SM*;ESFD†;Point
mp-9366;trivial*;LCEBR†;
mp-1016200;trivial*;LCEBR†;
mp-10229;SM*;ESFD†;Point
mp-10343;SM*;ESFD†;Point
mp-10344;trivial*;LCEBR†;
mp-10714;SM*;ES†;Line
mp-11267;TI*;NLC†;
mp-11335;trivial*;LCEBR†;
mp-11469;SM*;ESFD†;Point
mp-12060;TI*;SEBR†;
mp-12334;trivial*;LCEBR†;
mp-12621;SM*;ESFD†;Point
mp-13125;trivial*;LCEBR†;
mp-13452;TI*;SEBR†;
mp-15322;TI*;SEBR†;
mp-16432;trivial*;LCEBR†;
mp-16848;trivial*;LCEBR†;
mp-18232;SM*;ESFD†;Point
mp-18383;trivial*;LCEBR†;
mp-1865;SM*;ESFD†;Point
mp-18781;trivial*;LCEBR†;
mp-19433;trivial*;LCEBR†;
mp-19905;TI*;NLC†;
mp-19924;trivial*;LCEBR†;
mp-19955;SM*;ESFD†;Point
mp-20043;SM*;ES†;Plane
mp-20194;trivial*;LCEBR†;
mp-20458;trivial*;LCEBR†;
mp-20567;SM*;ESFD†;Point
mp-20635;SM*;ESFD†;Point
mp-20782;trivial*;LCEBR†;
mp-2098;TI*;SEBR†;
mp-21079;SM*;ESFD†;Point
mp-21310;SM*;ES†;Plane
mp-219;SM*;ESFD†;Point
mp-22050;SM*;ESFD†;Point
mp-22317;SM*;ESFD†;Point
mp-22328;trivial*;LCEBR†;
mp-22409;SM*;ESFD†;Point
mp-22542;SM*;ESFD†;Point
mp-22619;trivial*;LCEBR†;
mp-22853;trivial*;LCEBR†;
mp-23002;SM*;ESFD†;Point
mp-23436;trivial*;LCEBR†;
mp-23846;trivial*;LCEBR†;
mp-24204;trivial*;LCEBR†;
mp-2474;SM*;ESFD†;Point
mp-2517;trivial*;LCEBR†;
mp-266;TI*;SEBR†;
mp-27363;SM*;ESFD†;Point
mp-27539;trivial*;LCEBR†;
mp-27757;SM*;ESFD†;Point
mp-27770;trivial*;LCEBR†;
mp-2780;TI*;NLC†;
mp-27931;trivial*;LCEBR†;
mp-2827;SM*;ES†;Line
mp-28542;SM*;ESFD†;Point
mp-28611;trivial*;LCEBR†;
mp-28661;SM*;ESFD†;Point
mp-29152;trivial*;LCEBR†;
mp-29166;SM*;ESFD†;Point
mp-29370;trivial*;LCEBR†;
mp-29398;trivial*;LCEBR†;
mp-300;SM*;ES†;Line
mp-3033;trivial*;LCEBR†;
mp-30497;SM*;ESFD†;Point
mp-30710;TI*;SEBR†;
mp-3213;TI*;SEBR†;
mp-3269;trivial*;LCEBR†;
mp-3277;trivial*;LCEBR†;
mp-3312;trivial*;LCEBR†;
mp-33137;trivial*;LCEBR†;
mp-3455;SM*;ES†;Line
mp-3479;SM*;ESFD†;Point
mp-3827;SM*;ESFD†;Point
mp-3923;TI*;SEBR†;
mp-4979;trivial*;LCEBR†;
mp-5065;trivial*;LCEBR†;
mp-510041;SM*;ES†;Line
mp-510421;trivial*;LCEBR†;
mp-5135;SM*;ES†;Line
mp-5189;trivial*;LCEBR†;
mp-5353;SM*;ESFD†;Point
mp-540850;trivial*;LCEBR†;
mp-541177;SM*;ES†;Plane
mp-542728;SM*;ESFD†;Point
mp-542953;SM*;ES†;Line
mp-5449;trivial*;LCEBR†;
mp-545500;trivial*;LCEBR†;
mp-547271;SM*;ESFD†;Point
mp-553342;trivial*;LCEBR†;
mp-553970;trivial*;LCEBR†;
mp-554899;trivial*;LCEBR†;
mp-555313;trivial*;LCEBR†;
mp-556167;trivial*;LCEBR†;
mp-556541;trivial*;LCEBR†;
mp-556872;trivial*;LCEBR†;
mp-558193;SM*;ESFD†;Point
mp-559441;trivial*;LCEBR†;
mp-560458;trivial*;LCEBR†;
mp-560845;trivial*;LCEBR†;
mp-561710;trivial*;LCEBR†;
mp-567413;SM*;ES†;Line
mp-567458;SM*;ESFD†;Point
mp-567558;trivial*;LCEBR†;
mp-568422;trivial*;LCEBR†;
mp-568552;SM*;ESFD†;Point
mp-569032;SM*;ESFD†;Point
mp-569128;trivial*;LCEBR†;
mp-569151;SM*;ES†;Line
mp-569398;TI*;NLC†;
mp-569628;SM*;ES†;Plane
mp-570197;TI*;SEBR†;
mp-570561;TI*;NLC†;
mp-571162;trivial*;LCEBR†;
mp-571386;trivial*;LCEBR†;
mp-571622;SM*;ES†;Line
mp-571623;trivial*;LCEBR†;
mp-5770;trivial*;LCEBR†;
mp-580589;SM*;ESFD†;Point
mp-605860;TI*;SEBR†;
mp-6068;SM*;ESFD†;Point
mp-616564;SM*;ES†;Line
mp-619510;trivial*;LCEBR†;
mp-629690;TI*;NLC†;
mp-636198;SM*;ES†;Plane
mp-642662;trivial*;LCEBR†;
mp-643666;trivial*;LCEBR†;
mp-6596;trivial*;LCEBR†;
mp-6638;TI*;SEBR†;
mp-669917;SM*;ES†;Plane
mp-672292;SM*;ESFD†;Point
mp-690769;SM*;ESFD†;Point
mp-696904;SM*;ES†;Line
mp-7072;SM*;ES†;Line
mp-7229;SM*;ESFD†;Point
mp-7478;trivial*;LCEBR†;
mp-7496;SM*;ES†;Line
mp-7823;TI*;NLC†;
mp-7954;SM*;ES†;Line
mp-8094;TI*;SEBR†;
mp-8129;trivial*;LCEBR†;
mp-8255;trivial*;LCEBR†;
mp-8396;SM*;ESFD†;Point
mp-8431;TI*;SEBR†;
mp-8876;trivial*;LCEBR†;
mp-8963;trivial*;LCEBR†;
mp-9751;trivial*;LCEBR†;
mp-978553;trivial*;LCEBR†;
mp-991;SM*;ESFD†;Point
mp-10167;trivial*;LCEBR†;
mp-1019563;trivial*;LCEBR†;
mp-10208;TI*;SEBR†;
mp-10264;SM*;ES†;Line
mp-10286;trivial*;LCEBR†;
mp-10288;trivial*;LCEBR†;
mp-10316;SM*;ESFD†;Point
mp-10750;TI*;SEBR†;
mp-10956;SM*;ESFD†;Point
mp-11293;SM*;ES†;Line
mp-11567;SM*;ESFD†;Point
mp-1172;SM*;ESFD†;Point
mp-1189;SM*;ESFD†;Point
mp-11964;SM*;ES†;Line
mp-12558;trivial*;LCEBR†;
mp-12561;TI*;SEBR†;
mp-12599;SM*;ESFD†;Point
mp-12630;trivial*;LCEBR†;
mp-12725;trivial*;LCEBR†;
mp-12777;SM*;ESFD†;Point
mp-13245;SM*;ESFD†;Point
mp-13496;SM*;ESFD†;Point
mp-13576;trivial*;LCEBR†;
mp-13743;trivial*;LCEBR†;
mp-1423;SM*;ESFD†;Point
mp-1437;SM*;ESFD†;Point
mp-1565;trivial*;LCEBR†;
mp-15743;trivial*;LCEBR†;
mp-15790;SM*;ES†;Line
mp-15842;SM*;ESFD†;Point
mp-15900;trivial*;LCEBR†;
mp-16490;TI*;SEBR†;
mp-1752;SM*;ESFD†;Point
mp-17709;trivial*;LCEBR†;
mp-18687;trivial*;LCEBR†;
mp-18754;SM*;ES†;Line
mp-19103;SM*;ES†;Line
mp-19421;trivial*;LCEBR†;
mp-1943;trivial*;LCEBR†;
mp-20343;trivial*;LCEBR†;
mp-20809;SM*;ES†;Line
mp-20840;SM*;ESFD†;Point
mp-21065;trivial*;LCEBR†;
mp-21203;SM*;ES†;Line
mp-21208;trivial*;LCEBR†;
mp-21278;SM*;ESFD†;Point
mp-21421;trivial*;LCEBR†;
mp-22095;SM*;ES†;Line
mp-2211;SM*;ESFD†;Point
mp-22274;SM*;ESFD†;Point
mp-22394;SM*;ES†;Line
mp-22447;trivial*;LCEBR†;
mp-22660;trivial*;LCEBR†;
mp-22683;SM*;ESFD†;Point
mp-22759;TI*;NLC†;
mp-22919;trivial*;LCEBR†;
mp-22951;trivial*;LCEBR†;
mp-2302;SM*;ESFD†;Point
mp-23133;SM*;ESFD†;Point
mp-23301;trivial*;LCEBR†;
mp-23474;trivial*;LCEBR†;
mp-23503;trivial*;LCEBR†;
mp-24205;trivial*;LCEBR†;
mp-24328;trivial*;LCEBR†;
mp-24409;trivial*;LCEBR†;
mp-2574;trivial*;LCEBR†;
mp-2653;trivial*;LCEBR†;
mp-27236;SM*;ESFD†;Point
mp-27319;SM*;ESFD†;Point
mp-28326;trivial*;LCEBR†;
mp-28328;trivial*;LCEBR†;
mp-28332;trivial*;LCEBR†;
mp-2874;trivial*;LCEBR†;
mp-2879;trivial*;LCEBR†;
mp-28929;SM*;ESFD†;Point
mp-28998;SM*;ES†;Line
mp-29091;trivial*;LCEBR†;
mp-29245;trivial*;LCEBR†;
mp-29979;TI*;NLC†;
mp-30167;trivial*;LCEBR†;
mp-30585;TI*;SEBR†;
mp-30657;SM*;ESFD†;Point
mp-30672;SM*;ESFD†;Point
mp-30788;SM*;ESFD†;Point
mp-30879;SM*;ES†;Line
mp-31311;SM*;ES†;Plane
mp-31367;trivial*;LCEBR†;
mp-3183;SM*;ES†;Line
mp-3241;TI*;SEBR†;
mp-3527;trivial*;LCEBR†;
mp-3686;SM*;ES†;Line
mp-3734;TI*;SEBR†;
mp-4169;SM*;ES†;Line
mp-4626;trivial*;LCEBR†;
mp-5012;trivial*;LCEBR†;
mp-541852;SM*;ESFD†;Point
mp-542654;trivial*;LCEBR†;
mp-542806;SM*;ES†;Line
mp-5446;SM*;ESFD†;Point
mp-554199;trivial*;LCEBR†;
mp-555656;SM*;ESFD†;Point
mp-556235;trivial*;LCEBR†;
mp-560386;trivial*;LCEBR†;
mp-562263;trivial*;LCEBR†;
mp-567824;trivial*;LCEBR†;
mp-567905;SM*;ESFD†;Point
mp-568137;trivial*;LCEBR†;
mp-568376;TI*;NLC†;
mp-569677;TI*;SEBR†;
mp-569698;TI*;SEBR†;
mp-569813;trivial*;LCEBR†;
mp-570213;SM*;ESFD†;Point
mp-570223;TI*;SEBR†;
mp-570668;trivial*;LCEBR†;
mp-605485;SM*;ES†;Plane
mp-6064;trivial*;LCEBR†;
mp-6113;trivial*;LCEBR†;
mp-624190;trivial*;LCEBR†;
mp-632319;trivial*;LCEBR†;
mp-636212;TI*;SEBR†;
mp-637256;trivial*;LCEBR†;
mp-640553;trivial*;LCEBR†;
mp-644533;TI*;NLC†;
mp-668;SM*;ESFD†;Point
mp-672657;SM*;ES†;Line
mp-6945;trivial*;LCEBR†;
mp-6977;trivial*;LCEBR†;
mp-707009;trivial*;LCEBR†;
mp-7105;TI*;SEBR†;
mp-7711;TI*;SEBR†;
mp-7853;trivial*;LCEBR†;
mp-786;TI*;SEBR†;
mp-7939;trivial*;LCEBR†;
mp-807;SM*;ESFD†;Point
mp-8531;SM*;ESFD†;Point
mp-8591;SM*;ES†;Line
mp-865327;SM*;ESFD†;Point
mp-9333;SM*;ES†;Line
mp-9357;TI*;SEBR†;
mp-9368;trivial*;LCEBR†;
mp-9480;trivial*;LCEBR†;
mp-999136;SM*;ES†;Line
mp-1001015;trivial*;LCEBR†;
mp-1018112;SM*;ESFD†;Point
mp-1018741;SM*;ES†;Line
mp-1020059;trivial*;LCEBR†;
mp-10225;trivial*;LCEBR†;
mp-11581;SM*;ES†;Line
mp-11760;SM*;ESFD†;Point
mp-11765;TI*;SEBR†;
mp-12641;SM*;ES†;Line
mp-12672;trivial*;LCEBR†;
mp-13374;trivial*;LCEBR†;
mp-1451;SM*;ESFD†;Point
mp-1644;SM*;ES†;Line
mp-16454;SM*;ES†;Line
mp-17093;TI*;NLC†;
mp-1806;SM*;ES†;Plane
mp-18279;SM*;ESFD†;Point
mp-18309;trivial*;LCEBR†;
mp-18583;TI*;SEBR†;
mp-18884;TI*;NLC†;
mp-18938;trivial*;LCEBR†;
mp-19158;trivial*;LCEBR†;
mp-19290;TI*;SEBR†;
mp-19346;trivial*;LCEBR†;
mp-19432;trivial*;LCEBR†;
mp-1963;SM*;ES†;Line
mp-2054;SM*;ESFD†;Point
mp-21070;TI*;SEBR†;
mp-21504;SM*;ESFD†;Point
mp-2191;SM*;ESFD†;Point
mp-22007;trivial*;LCEBR†;
mp-22186;trivial*;LCEBR†;
mp-22442;SM*;ESFD†;Point
mp-2297;TI*;SEBR†;
mp-23230;trivial*;LCEBR†;
mp-23373;trivial*;LCEBR†;
mp-2600;TI*;SEBR†;
mp-27764;trivial*;LCEBR†;
mp-28390;trivial*;LCEBR†;
mp-28874;trivial*;LCEBR†;
mp-29393;trivial*;LCEBR†;
mp-29666;TI*;SEBR†;
mp-30083;SM*;ESFD†;Point
mp-30248;trivial*;LCEBR†;
mp-30393;TI*;SEBR†;
mp-30473;SM*;ESFD†;Point
mp-30795;trivial*;LCEBR†;
mp-30800;TI*;NLC†;
mp-31294;SM*;ESFD†;Point
mp-3534;TI*;SEBR†;
mp-4200;trivial*;LCEBR†;
mp-4596;trivial*;LCEBR†;
mp-466;SM*;ESFD†;Point
mp-4771;SM*;ESFD†;Point
mp-5336;SM*;ES†;Line
mp-541610;trivial*;LCEBR†;
mp-5443;TI*;SEBR†;
mp-546285;trivial*;LCEBR†;
mp-551135;SM*;ESFD†;Point
mp-552934;trivial*;LCEBR†;
mp-553927;trivial*;LCEBR†;
mp-556118;trivial*;LCEBR†;
mp-556630;trivial*;LCEBR†;
mp-556738;trivial*;LCEBR†;
mp-559033;trivial*;LCEBR†;
mp-559864;trivial*;LCEBR†;
mp-560242;SM*;ES†;Plane
mp-560824;trivial*;LCEBR†;
mp-561424;trivial*;LCEBR†;
mp-567366;SM*;ESFD†;Point
mp-569352;SM*;ESFD†;Point
mp-569486;SM*;ESFD†;Point
mp-569961;trivial*;LCEBR†;
mp-570390;TI*;NLC†;
mp-571126;SM*;ESFD†;Point
mp-572546;trivial*;LCEBR†;
mp-574283;TI*;SEBR†;
mp-5808;SM*;ESFD†;Point
mp-607169;TI*;NLC†;
mp-614013;TI*;SEBR†;
mp-619461;trivial*;LCEBR†;
mp-632812;trivial*;LCEBR†;
mp-643158;trivial*;LCEBR†;
mp-649627;TI*;SEBR†;
mp-672195;TI*;NLC†;
mp-698633;trivial*;LCEBR†;
mp-755891;trivial*;LCEBR†;
mp-7765;trivial*;LCEBR†;
mp-7999;trivial*;LCEBR†;
mp-8001;trivial*;LCEBR†;
mp-8085;trivial*;LCEBR†;
mp-8236;SM*;ES†;Line
mp-862605;trivial*;LCEBR†;
mp-865188;trivial*;LCEBR†;
mp-9069;trivial*;LCEBR†;
mp-909;trivial*;LCEBR†;
mp-9250;trivial*;LCEBR†;
mp-951;trivial*;LCEBR†;
mp-972049;trivial*;LCEBR†;
mp-974667;trivial*;LCEBR†;
mp-976447;SM*;ESFD†;Point
mp-9816;trivial*;LCEBR†;
mp-984350;SM*;ESFD†;Point
mp-9970;SM*;ESFD†;Point
mp-1006321;SM*;ES†;Line
mp-1018072;SM*;ESFD†;Point
mp-1018153;SM*;ES†;Line
mp-1018708;SM*;ESFD†;Point
mp-1018822;SM*;ESFD†;Point
mp-1018941;trivial*;LCEBR†;
mp-10334;trivial*;LCEBR†;
mp-10615;trivial*;LCEBR†;
mp-10675;SM*;ESFD†;Point
mp-10698;TI*;SEBR†;
mp-11010;SM*;ESFD†;Point
mp-11260;SM*;ESFD†;Point
mp-11675;SM*;ESFD†;Point
mp-11697;TI*;SEBR†;
mp-12022;trivial*;LCEBR†;
mp-12736;SM*;ESFD†;Point
mp-12771;TI*;SEBR†;
mp-12961;SM*;ES†;Line
mp-13055;trivial*;LCEBR†;
mp-13364;SM*;ES†;Line
mp-13436;SM*;ESFD†;Point
